det(VALLEY-3, THE-1)
prep(become-16, of-17)
pobj(of-17, him-18)
prep(become-16, in-19)
det(country-22, this-20)
amod(country-22, strange-21)
pobj(in-19, country-22)
prep(country-22, of-23)
pobj(of-23, monkeys-24)
cc(become-16, and-26)
advmod(show-30, now-27)
aux(show-30, to-29)
conj(become-16, show-30)
poss(authority-32, his-31)
dobj(show-30, authority-32)
nsubj(took-38, one-34)
prep(one-34, of-35)
det(keepers-37, the-36)
pobj(of-35, keepers-37)
root(ROOT-0, took-38)
det(stick-41, a-39)
amod(stick-41, long-40)
dobj(took-38, stick-41)
cc(took-38, and-42)
conj(took-38, began-43)
aux(poke-45, to-44)
xcomp(began-43, poke-45)
det(Prince-47, the-46)
dobj(poke-45, Prince-47)
aux(make-49, to-48)
xcomp(poke-45, make-49)
nsubj(stand-51, him-50)
ccomp(make-49, stand-51)
prt(stand-51, up-52)

root(ROOT-0, Stop-2)
dobj(Stop-2, that-3)

dep(jerked-13, shouted-1)
det(captive-4, the-2)
amod(captive-4, angry-3)
dobj(shouted-1, captive-4)
cc(shouted-1, and-6)
conj(shouted-1, catching-7)
dobj(catching-7, hold-8)
prep(hold-8, of-9)
det(stick-11, the-10)
pobj(of-9, stick-11)
nsubj(jerked-13, he-12)
root(ROOT-0, jerked-13)
dobj(jerked-13, it-14)
prep(jerked-13, from-15)
det(keeper-17, the-16)
poss(hand-19, keeper-17)
possessive(keeper-17, 's-18)
pobj(from-15, hand-19)
cc(jerked-13, and-20)
conj(jerked-13, struck-21)
nsubj(blow-25, him-22)
det(blow-25, a-23)
amod(blow-25, sharp-24)
xcomp(struck-21, blow-25)
prep(blow-25, on-26)
det(head-28, the-27)
pobj(on-26, head-28)
prep(head-28, with-29)
pobj(with-29, it-30)

predet(lady-monkeys-3, All-1)
det(lady-monkeys-3, the-2)
nsubj(screamed-4, lady-monkeys-3)
root(ROOT-0, screamed-4)
prep(screamed-4, at-5)
pobj(at-5, this-6)
cc(screamed-4, and-8)
det(men-monkeys-10, the-9)
nsubj(exclaimed-11, men-monkeys-10)
conj(screamed-4, exclaimed-11)
det(disposition-17, What-14)
det(disposition-17, an-15)
amod(disposition-17, ugly-16)
nsubj(has-20, disposition-17)
det(beast-19, the-18)
dep(disposition-17, beast-19)
ccomp(exclaimed-11, has-20)

det(children-monkeys-2, The-1)
nsubj(began-3, children-monkeys-2)
root(ROOT-0, began-3)
aux(throw-5, to-4)
xcomp(began-3, throw-5)
dobj(throw-5, peanuts-6)
prep(peanuts-6, between-7)
det(bars-9, the-8)
pobj(between-7, bars-9)
prep(bars-9, of-10)
det(cage-12, the-11)
pobj(of-10, cage-12)
cc(began-3, and-14)
nsubj(picked-24, Zingle-15)
nsubj(become-20, who-17)
aux(become-20, had-18)
advmod(become-20, now-19)
rcmod(Zingle-15, become-20)
advmod(hungry-22, very-21)
acomp(become-20, hungry-22)
conj(began-3, picked-24)
dobj(picked-24, them-25)
prt(picked-24, up-26)
cc(picked-24, and-27)
conj(picked-24, ate-28)
dobj(ate-28, them-29)

det(act-2, This-1)
nsubj(pleased-4, act-2)
advmod(pleased-4, so-3)
root(ROOT-0, pleased-4)
det(monkeys-7, the-5)
amod(monkeys-7, little-6)
dobj(pleased-4, monkeys-7)
mark(shouted-10, that-8)
nsubj(shouted-10, they-9)
ccomp(pleased-4, shouted-10)
prep(shouted-10, with-11)
pobj(with-11, laughter-12)

prep(came-19, At-1)
amod(two-3, last-2)
pobj(At-1, two-3)
amod(monkeys-5, solemn-looking-4)
nsubj(came-19, monkeys-5)
prep(monkeys-5, with-6)
amod(hair-8, gray-7)
pobj(with-6, hair-8)
cc(monkeys-5, and-10)
amod(coats-14, wearing-11)
amod(coats-14, long-12)
amod(coats-14, black-13)
conj(monkeys-5, coats-14)
cc(coats-14, and-15)
amod(neckties-17, white-16)
conj(coats-14, neckties-17)
root(ROOT-0, came-19)
prt(came-19, up-20)
prep(came-19, to-21)
det(cage-23, the-22)
pobj(to-21, cage-23)
advmod(greeted-28, where-25)
nsubjpass(greeted-28, they-26)
auxpass(greeted-28, were-27)
advcl(came-19, greeted-28)
prep(greeted-28, with-29)
amod(respect-31, much-30)
pobj(with-29, respect-31)
prep(greeted-28, by-32)
det(monkeys-35, the-33)
amod(monkeys-35, other-34)
pobj(by-32, monkeys-35)

dep(animal-7, So-2)
nsubj(animal-7, this-3)
cop(animal-7, is-4)
det(animal-7, the-5)
amod(animal-7, strange-6)
root(ROOT-0, animal-7)
rcmod(animal-7, said-10)
dobj(said-10, one-11)
prep(one-11, of-12)
det(new-comers-14, the-13)
pobj(of-12, new-comers-14)
dep(said-10, putting-16)
prep(putting-16, on-17)
poss(spectacles-19, his-18)
pobj(on-17, spectacles-19)
cc(putting-16, and-20)
conj(putting-16, looking-21)
advmod(looking-21, sharply-22)
prep(looking-21, at-23)
det(captive-25, the-24)
pobj(at-23, captive-25)
aux(recognize-30, do-28)
nsubj(recognize-30, you-29)
dep(animal-7, recognize-30)
det(species-32, the-31)
dobj(recognize-30, species-32)
appos(species-32, Professor-34)

det(monkey-4, The-1)
amod(monkey-4, other-2)
nn(monkey-4, aged-3)
nsubj(regarded-6, monkey-4)
advmod(regarded-6, also-5)
root(ROOT-0, regarded-6)
det(Prince-8, the-7)
nsubj(critically-9, Prince-8)
xcomp(regarded-6, critically-9)
mark(answered-12, before-10)
nsubj(answered-12, he-11)
ccomp(critically-9, answered-12)
nsubj(say-18, I-15)
aux(say-18, can-16)
neg(say-18, not-17)
ccomp(answered-12, say-18)
nsubj(seen-22, I-19)
aux(seen-22, have-20)
advmod(seen-22, ever-21)
ccomp(say-18, seen-22)
det(specimen-24, a-23)
dobj(seen-22, specimen-24)
prep(specimen-24, of-25)
det(genus-27, this-26)
pobj(of-25, genus-27)
advmod(seen-22, before-28)

cc(mentions-6, But-1)
nsubj(mentions-6, one-2)
prep(one-2, of-3)
poss(text-books-5, our-4)
pobj(of-3, text-books-5)
root(ROOT-0, mentions-6)
det(animal-9, an-7)
amod(animal-9, obscure-8)
nsubj(called-10, animal-9)
ccomp(mentions-6, called-10)
nn(Peculiaris-12, Homo-11)
dobj(called-10, Peculiaris-12)
cc(mentions-6, and-14)
nsubj(have-16, I-15)
conj(mentions-6, have-16)
neg(doubt-18, no-17)
dobj(have-16, doubt-18)
nsubj(one-21, this-19)
cop(one-21, is-20)
rcmod(doubt-18, one-21)
prep(one-21, of-22)
det(family-24, that-23)
pobj(of-22, family-24)

nsubj(write-3, I-1)
aux(write-3, shall-2)
root(ROOT-0, write-3)
det(article-5, an-4)
dobj(write-3, article-5)
prep(write-3, on-6)
det(creature-8, the-7)
pobj(on-6, creature-8)
cc(write-3, and-9)
conj(write-3, claim-10)
nsubj(Homo-14, he-11)
cop(Homo-14, is-12)
det(Homo-14, a-13)
ccomp(claim-10, Homo-14)
cc(write-3, and-16)
prep(create-22, without-17)
pobj(without-17, doubt-18)
det(paper-20, the-19)
nsubj(create-22, paper-20)
aux(create-22, will-21)
conj(write-3, create-22)
predet(stir-25, quite-23)
det(stir-25, a-24)
dobj(create-22, stir-25)
prep(create-22, in-26)
det(world-29, the-27)
amod(world-29, scientific-28)
pobj(in-26, world-29)

ccomp(demanded-7, See-2)
advmod(See-2, here-3)
advmod(demanded-7, suddenly-6)
root(ROOT-0, demanded-7)
nn(Zingle-9, Prince-8)
nsubj(demanded-7, Zingle-9)
vmod(demanded-7, standing-11)
prt(standing-11, up-12)
cc(standing-11, and-13)
conj(standing-11, shaking-14)
det(bars-16, the-15)
dobj(shaking-14, bars-16)
prep(bars-16, of-17)
poss(cage-19, his-18)
pobj(of-17, cage-19)
cop(you-23, are-22)
dep(cage-19, you-23)
vmod(you-23, going-24)
aux(give-26, to-25)
xcomp(going-24, give-26)
iobj(give-26, me-27)
dobj(give-26, anything-28)
aux(eat-30, to-29)
vmod(anything-28, eat-30)

advmod(expect-4, Or-1)
aux(expect-4, do-2)
nsubj(expect-4, you-3)
root(ROOT-0, expect-4)
dobj(expect-4, me-5)
aux(live-7, to-6)
xcomp(expect-4, live-7)
prep(live-7, on-8)
pobj(on-8, peanuts-9)
advmod(live-7, forever-10)

prep(paid-11, Not-1)
pcomp(Not-1, knowing-2)
dobj(said-5, what-3)
nsubj(said-5, he-4)
ccomp(knowing-2, said-5)
nsubj(paid-11, none-7)
prep(none-7, of-8)
det(monkeys-10, the-9)
pobj(of-8, monkeys-10)
root(ROOT-0, paid-11)
det(attention-13, any-12)
dobj(paid-11, attention-13)
prep(paid-11, to-14)
det(question-16, this-15)
pobj(to-14, question-16)

cc(appeared-6, But-1)
nsubj(appeared-6, one-2)
prep(one-2, of-3)
det(professor-monkeys-5, the-4)
pobj(of-3, professor-monkeys-5)
root(ROOT-0, appeared-6)
aux(listen-8, to-7)
xcomp(appeared-6, listen-8)
advmod(listen-8, attentively-9)
cc(appeared-6, and-11)
conj(appeared-6, remarked-12)
prep(remarked-12, to-13)
pobj(to-13, friend-14)
expl(seems-18, There-17)
parataxis(appeared-6, seems-18)
aux(smoothness-22, to-19)
cop(smoothness-22, be-20)
det(smoothness-22, a-21)
xcomp(seems-18, smoothness-22)
cc(smoothness-22, and-23)
conj(smoothness-22, variety-24)
prep(smoothness-22, of-25)
pobj(of-25, sound-26)
prep(sound-26, in-27)
poss(speech-29, his-28)
pobj(in-27, speech-29)
nsubj(indicates-31, that-30)
rcmod(smoothness-22, indicates-31)
mark(possesses-34, that-32)
nsubj(possesses-34, he-33)
ccomp(indicates-31, possesses-34)
det(sort-36, some-35)
dobj(possesses-34, sort-36)
prep(sort-36, of-37)
pobj(of-37, language-38)

ccomp(learn-11, Had-1)
nsubj(time-3, I-2)
ccomp(Had-1, time-3)
aux(study-5, to-4)
xcomp(time-3, study-5)
det(brute-7, this-6)
dobj(study-5, brute-7)
nsubj(learn-11, I-9)
aux(learn-11, might-10)
root(ROOT-0, learn-11)
poss(method-13, his-12)
dobj(learn-11, method-13)
prep(method-13, of-14)
pcomp(of-14, communicating-15)
prep(communicating-15, with-16)
poss(fellows-18, his-17)
pobj(with-16, fellows-18)

advmod(is-4, Indeed-1)
expl(is-4, there-3)
root(ROOT-0, is-4)
det(possibility-6, a-5)
nsubj(is-4, possibility-6)
mark(turn-10, that-7)
nsubj(turn-10, he-8)
aux(turn-10, may-9)
ccomp(is-4, turn-10)
prt(turn-10, out-11)
aux(link-16, to-12)
cop(link-16, be-13)
det(link-16, the-14)
amod(link-16, missing-15)
xcomp(turn-10, link-16)

advmod(obliged-15, However-1)
det(professor-4, the-3)
npadvmod(not-5, professor-4)
neg(learned-8, not-5)
advmod(learned-8, yet-6)
aux(learned-8, having-7)
vmod(obliged-15, learned-8)
poss(language-10, his-9)
dobj(learned-8, language-10)
nn(Zingle-13, Prince-12)
nsubjpass(obliged-15, Zingle-13)
auxpass(obliged-15, was-14)
root(ROOT-0, obliged-15)
aux(remain-17, to-16)
xcomp(obliged-15, remain-17)
acomp(remain-17, hungry-18)

det(monkeys-2, The-1)
nsubj(threw-3, monkeys-2)
root(ROOT-0, threw-3)
amod(cocoanuts-5, several-4)
dobj(threw-3, cocoanuts-5)
prep(threw-3, into-6)
det(cage-8, the-7)
pobj(into-6, cage-8)
cc(threw-3, but-10)
det(prisoner-12, the-11)
nsubj(know-15, prisoner-12)
aux(know-15, did-13)
neg(know-15, not-14)
conj(threw-3, know-15)
det(kind-17, what-16)
dobj(were-21, kind-17)
prep(kind-17, of-18)
pobj(of-18, fruit-19)
nsubj(were-21, these-20)
ccomp(know-15, were-21)
advmod(decided-35, so-23)
prep(decided-35, after-25)
amod(attempts-27, several-26)
pobj(after-25, attempts-27)
aux(bite-29, to-28)
vmod(attempts-27, bite-29)
det(shell-32, the-30)
amod(shell-32, hard-31)
dobj(bite-29, shell-32)
nsubj(decided-35, he-34)
parataxis(threw-3, decided-35)
nsubj(good-39, they-36)
cop(good-39, were-37)
neg(good-39, not-38)
ccomp(decided-35, good-39)
aux(eat-41, to-40)
xcomp(good-39, eat-41)

nsubj(passed-5, Day-1)
prep(Day-1, after-2)
pobj(after-2, day-3)
advmod(passed-5, now-4)
root(ROOT-0, passed-5)
prt(passed-5, away-6)
cc(passed-5, and-8)
mark(came-14, although-10)
nsubj(came-14, crowds-11)
prep(crowds-11, of-12)
pobj(of-12, monkeys-13)
advcl(grew-25, came-14)
aux(examine-16, to-15)
xcomp(came-14, examine-16)
dobj(examine-16, Zingle-17)
prep(Zingle-17, in-18)
poss(cage-20, his-19)
pobj(in-18, cage-20)
det(Prince-24, the-22)
amod(Prince-24, poor-23)
nsubj(grew-25, Prince-24)
conj(passed-5, grew-25)
advmod(pale-27, very-26)
acomp(grew-25, pale-27)
cc(pale-27, and-28)
conj(pale-27, thin-29)
prep(grew-25, for-30)
pobj(for-30, lack-31)
prep(lack-31, of-32)
amod(food-34, proper-33)
pobj(of-32, food-34)
mark(made-43, while-36)
det(continuance-38, the-37)
nsubj(made-43, continuance-38)
prep(continuance-38, of-39)
poss(imprisonment-42, his-40)
amod(imprisonment-42, unhappy-41)
pobj(of-39, imprisonment-42)
advcl(grew-25, made-43)
nsubj(sad-45, him-44)
xcomp(made-43, sad-45)
cc(sad-45, and-46)
conj(sad-45, melancholy-47)

dep(willing-27, Could-2)
nsubj(escape-5, I-3)
cc(escape-5, but-4)
ccomp(Could-2, escape-5)
cc(escape-5, and-6)
conj(escape-5, find-7)
poss(way-9, my-8)
dobj(find-7, way-9)
prt(find-7, back-10)
prep(find-7, to-11)
poss(father-13, my-12)
poss(valley-15, father-13)
possessive(father-13, 's-14)
pobj(to-11, valley-15)
nsubj(moaned-19, he-18)
parataxis(willing-27, moaned-19)
advmod(moaned-19, wearily-21)
nsubj(willing-27, I-24)
aux(willing-27, should-25)
cop(willing-27, be-26)
root(ROOT-0, willing-27)
aux(fly-29, to-28)
xcomp(willing-27, fly-29)
amod(kites-31, small-30)
dobj(fly-29, kites-31)
advmod(fly-29, forever-32)
advmod(fly-29, afterward-33)

advmod(begged-3, Often-1)
nsubj(begged-3, he-2)
root(ROOT-0, begged-3)
dobj(begged-3, them-4)
aux(let-6, to-5)
xcomp(begged-3, let-6)
nsubj(go-8, him-7)
ccomp(let-6, go-8)
cc(begged-3, but-10)
det(monkeys-12, the-11)
nsubj(commanded-14, monkeys-12)
advmod(commanded-14, gruffly-13)
conj(begged-3, commanded-14)
dobj(commanded-14, him-15)
aux(stop-18, to-16)
xcomp(commanded-14, stop-18)
poss(jabbering-20, his-19)
dobj(stop-18, jabbering-20)
cc(commanded-14, and-23)
conj(commanded-14, poked-24)
dobj(poked-24, him-25)
mark(sticks-28, with-26)
advmod(sticks-28, long-27)
advcl(poked-24, sticks-28)
xcomp(sticks-28, having-29)
amod(points-31, sharp-30)
dobj(having-29, points-31)
advmod(became-39, so-33)
mark(became-39, that-34)
det(Prince-36, the-35)
poss(life-38, Prince-36)
possessive(Prince-36, 's-37)
nsubj(became-39, life-38)
dep(sticks-28, became-39)
xcomp(became-39, one-40)
prep(one-40, of-41)
amod(misery-43, great-42)
pobj(of-41, misery-43)

prep(came-11, At-1)
det(end-3, the-2)
pobj(At-1, end-3)
prep(end-3, of-4)
quantmod(two-6, about-5)
num(weeks-7, two-6)
pobj(of-4, weeks-7)
det(relief-10, a-8)
amod(relief-10, happy-9)
nsubj(came-11, relief-10)
root(ROOT-0, came-11)
prep(came-11, to-12)
pobj(to-12, Zingle-13)
mark(captured-21, for-15)
advmod(hippopotamus-19, then-16)
det(hippopotamus-19, a-17)
nn(hippopotamus-19, baby-18)
nsubjpass(captured-21, hippopotamus-19)
auxpass(captured-21, was-20)
advcl(came-11, captured-21)
cc(captured-21, and-22)
conj(captured-21, brought-23)
prep(captured-21, to-24)
det(Zoo-27, the-25)
nn(Zoo-27, Royal-26)
pobj(to-24, Zoo-27)
cc(captured-21, and-29)
mark(left-34, after-30)
predet(monkeys-33, this-31)
det(monkeys-33, the-32)
nsubj(left-34, monkeys-33)
conj(captured-21, left-34)
det(Prince-36, the-35)
poss(cage-38, Prince-36)
possessive(Prince-36, 's-37)
dobj(left-34, cage-38)
cc(left-34, and-39)
conj(left-34, crowded-40)
prt(crowded-40, around-41)
dobj(crowded-40, that-42)
prep(that-42, of-43)
det(arrival-46, the-44)
amod(arrival-46, new-45)
pobj(of-43, arrival-46)

vmod(began-8, Finding-1)
nsubj(deserted-4, himself-2)
advmod(deserted-4, thus-3)
ccomp(Finding-1, deserted-4)
nn(Zingle-7, Prince-6)
nsubj(began-8, Zingle-7)
root(ROOT-0, began-8)
aux(seek-10, to-9)
xcomp(began-8, seek-10)
det(means-12, a-11)
dobj(seek-10, means-12)
prep(means-12, of-13)
pobj(of-13, escape-14)
prep(seek-10, from-15)
poss(confinement-17, his-16)
pobj(from-15, confinement-17)

poss(attempt-3, His-1)
amod(attempt-3, first-2)
nsubj(was-4, attempt-3)
root(ROOT-0, was-4)
aux(break-6, to-5)
xcomp(was-4, break-6)
det(bars-9, the-7)
nn(bars-9, iron-8)
dobj(break-6, bars-9)
cc(found-14, but-11)
advmod(found-14, soon-12)
nsubj(found-14, he-13)
parataxis(was-4, found-14)
nsubj(big-18, they-15)
cop(big-18, were-16)
advmod(big-18, too-17)
ccomp(found-14, big-18)
cc(big-18, and-19)
conj(big-18, strong-20)

advmod(shook-3, Then-1)
nsubj(shook-3, he-2)
root(ROOT-0, shook-3)
det(door-5, the-4)
dobj(shook-3, door-5)
prep(shook-3, with-6)
predet(strength-9, all-7)
poss(strength-9, his-8)
pobj(with-6, strength-9)
cc(shook-3, but-11)
det(padlocks-14, the-12)
amod(padlocks-14, big-13)
nsubj(held-15, padlocks-14)
conj(shook-3, held-15)
dobj(held-15, firm-16)
cc(held-15, and-18)
aux(broken-22, could-19)
neg(broken-22, not-20)
auxpass(broken-22, be-21)
conj(held-15, broken-22)

advmod(gave-4, Then-1)
det(prisoner-3, the-2)
nsubj(gave-4, prisoner-3)
root(ROOT-0, gave-4)
dobj(gave-4, way-5)
prep(gave-4, to-6)
pobj(to-6, despair-7)
cc(gave-4, and-9)
conj(gave-4, threw-10)
dobj(threw-10, himself-11)
prep(threw-10, on-12)
det(floor-14, the-13)
pobj(on-12, floor-14)
prep(floor-14, of-15)
det(cage-17, the-16)
pobj(of-15, cage-17)
dep(threw-10, weeping-19)
advmod(weeping-19, bitterly-20)

advmod(heard-3, Suddenly-1)
nsubj(heard-3, he-2)
root(ROOT-0, heard-3)
det(shout-6, a-4)
amod(shout-6, great-5)
dobj(heard-3, shout-6)
prep(heard-3, from-7)
det(direction-9, the-8)
pobj(from-7, direction-9)
prep(direction-9, of-10)
det(cage-12, the-11)
pobj(of-10, cage-12)
advmod(confined-18, where-13)
det(hippopotamus-16, the-14)
nn(hippopotamus-16, baby-15)
nsubjpass(confined-18, hippopotamus-16)
auxpass(confined-18, was-17)
advcl(heard-3, confined-18)
cc(confined-18, and-20)
vmod(walked-29, rising-22)
prep(rising-22, to-23)
poss(feet-25, his-24)
pobj(to-23, feet-25)
det(Prince-28, the-27)
nsubj(walked-29, Prince-28)
conj(confined-18, walked-29)
prep(walked-29, to-30)
det(bars-32, the-31)
pobj(to-30, bars-32)
cc(walked-29, and-33)
conj(walked-29, attempted-34)
aux(look-36, to-35)
xcomp(attempted-34, look-36)
prt(look-36, out-37)
cc(look-36, and-38)
conj(look-36, discover-39)
nsubj(causing-42, what-40)
aux(causing-42, was-41)
ccomp(discover-39, causing-42)
det(excitement-44, the-43)
dobj(causing-42, excitement-44)

prep(found-5, To-1)
poss(astonishment-3, his-2)
pobj(To-1, astonishment-3)
nsubj(found-5, he-4)
root(ROOT-0, found-5)
nsubj(able-8, he-6)
cop(able-8, was-7)
ccomp(found-5, able-8)
prep(able-8, to-9)
pobj(to-9, thrust-10)
poss(head-12, his-11)
dep(found-5, head-12)
prep(head-12, between-13)
pobj(between-13, two-14)
prep(two-14, of-15)
det(bars-18, the-16)
nn(bars-18, iron-17)
pobj(of-15, bars-18)
aux(grown-21, having-20)
vmod(found-5, grown-21)
advmod(thin-23, so-22)
acomp(grown-21, thin-23)
prep(grown-21, through-24)
pobj(through-24, hunger-25)
cc(hunger-25, and-26)
conj(hunger-25, abuse-27)
mark(smaller-33, that-29)
nsubj(smaller-33, he-30)
cop(smaller-33, was-31)
advmod(smaller-33, much-32)
ccomp(grown-21, smaller-33)
prep(smaller-33, than-34)
advmod(captured-40, when-35)
det(monkeys-37, the-36)
nsubj(captured-40, monkeys-37)
aux(captured-40, had-38)
advmod(captured-40, first-39)
pcomp(than-34, captured-40)
dobj(captured-40, him-41)

nsubj(realized-2, He-1)
root(ROOT-0, realized-2)
advmod(realized-2, at-3)
advmod(at-3, once-4)
mark(made-19, that-5)
mark(pass-10, if-6)
poss(head-8, his-7)
nsubj(pass-10, head-8)
aux(pass-10, would-9)
advcl(made-19, pass-10)
prep(pass-10, between-11)
det(bars-13, the-12)
pobj(between-11, bars-13)
poss(body-16, his-15)
nsubjpass(made-19, body-16)
aux(made-19, could-17)
auxpass(made-19, be-18)
ccomp(realized-2, made-19)
aux(do-21, to-20)
xcomp(made-19, do-21)
advmod(do-21, so-22)
advmod(do-21, likewise-24)

dep(struggled-3, So-1)
nsubj(struggled-3, he-2)
root(ROOT-0, struggled-3)
advmod(struggled-3, bravely-4)
cc(struggled-3, and-6)
advmod(struggled-3, at-7)
advmod(at-7, last-8)
conj(struggled-3, succeeded-9)
prep(succeeded-9, in-10)
pcomp(in-10, squeezing-11)
poss(body-13, his-12)
dobj(squeezing-11, body-13)
prep(body-13, between-14)
det(bars-16, the-15)
pobj(between-14, bars-16)
cc(squeezing-11, and-17)
conj(squeezing-11, leaping-18)
advmod(leaping-18, safely-19)
prep(leaping-18, to-20)
det(ground-22, the-21)
pobj(to-20, ground-22)

vmod(lost-8, Finding-1)
dobj(Finding-1, himself-2)
prep(Finding-1, at-3)
pobj(at-3, liberty-4)
det(Prince-7, the-6)
nsubj(lost-8, Prince-7)
root(ROOT-0, lost-8)
neg(time-10, no-9)
dobj(lost-8, time-10)
prep(lost-8, in-11)
pcomp(in-11, running-12)
prep(running-12, to-13)
det(tree-15, the-14)
pobj(to-13, tree-15)
advmod(left-19, where-16)
nsubj(left-19, he-17)
aux(left-19, had-18)
rcmod(tree-15, left-19)
poss(kite-21, his-20)
dobj(left-19, kite-21)

cc(discovered-9, But-1)
prep(discovered-9, on-2)
det(way-4, the-3)
pobj(on-2, way-4)
nsubj(discovered-9, some-5)
prep(some-5, of-6)
det(boy-monkeys-8, the-7)
pobj(of-6, boy-monkeys-8)
root(ROOT-0, discovered-9)
dobj(discovered-9, him-10)
cc(discovered-9, and-11)
conj(discovered-9, raised-12)
det(cry-15, a-13)
amod(cry-15, great-14)
dobj(raised-12, cry-15)
nsubj(brought-19, which-17)
advmod(brought-19, soon-18)
rcmod(cry-15, brought-19)
dobj(brought-19, hundreds-20)
prep(hundreds-20, of-21)
poss(enemies-23, his-22)
pobj(of-21, enemies-23)
prep(brought-19, in-24)
pobj(in-24, pursuit-25)

nsubj(start-5, Zingle-1)
aux(start-5, had-2)
det(start-5, a-3)
amod(start-5, good-4)
root(ROOT-0, start-5)
advmod(start-5, however-7)
cc(start-5, and-9)
advmod(reached-11, soon-10)
conj(start-5, reached-11)
det(tree-13, the-12)
dobj(reached-11, tree-13)

advmod(climbed-3, Quickly-1)
nsubj(climbed-3, he-2)
root(ROOT-0, climbed-3)
prt(climbed-3, up-4)
det(trunk-6, the-5)
dobj(climbed-3, trunk-6)
cc(trunk-6, and-7)
conj(trunk-6, branches-8)
mark(gained-12, until-9)
nsubj(gained-12, he-10)
aux(gained-12, had-11)
advcl(climbed-3, gained-12)
det(limb-14, the-13)
dobj(gained-12, limb-14)
advmod(fastened-23, where-15)
det(string-17, the-16)
nsubjpass(fastened-23, string-17)
prep(string-17, of-18)
poss(kite-20, his-19)
pobj(of-18, kite-20)
auxpass(fastened-23, was-21)
advmod(fastened-23, still-22)
advcl(gained-12, fastened-23)

vmod(wound-6, Untying-1)
det(cord-3, the-2)
dobj(Untying-1, cord-3)
nsubj(wound-6, he-5)
root(ROOT-0, wound-6)
dobj(wound-6, it-7)
prep(wound-6, around-8)
poss(times-12, his-9)
amod(times-12, waist-10)
amod(times-12, several-11)
pobj(around-8, times-12)
cc(wound-6, and-14)
advmod(tossed-26, then-15)
vmod(tossed-26, finding-17)
det(wind-21, a-18)
amod(wind-21, strong-19)
nn(wind-21, north-20)
dobj(finding-17, wind-21)
vmod(wind-21, blowing-22)
nsubj(tossed-26, he-24)
advmod(tossed-26, skilfully-25)
conj(wound-6, tossed-26)
det(kite-28, the-27)
dobj(tossed-26, kite-28)
prep(tossed-26, into-29)
det(air-31, the-30)
pobj(into-29, air-31)

advmod(filled-4, At-1)
advmod(At-1, once-2)
nsubj(filled-4, it-3)
root(ROOT-0, filled-4)
cc(filled-4, and-5)
conj(filled-4, mounted-6)
prep(mounted-6, to-7)
det(sky-9, the-8)
pobj(to-7, sky-9)
ccomp(mounted-6, lifting-11)
dobj(lifting-11, Zingle-12)
prep(Zingle-12, from-13)
det(tree-15, the-14)
pobj(from-13, tree-15)
cc(lifting-11, and-16)
conj(lifting-11, carrying-17)
dobj(carrying-17, him-18)
prep(carrying-17, with-19)
amod(ease-21, perfect-20)
pobj(with-19, ease-21)

nsubj(fortunate-3, It-1)
cop(fortunate-3, was-2)
root(ROOT-0, fortunate-3)
nsubj(got-5, he-4)
ccomp(fortunate-3, got-5)
advmod(got-5, away-6)
prep(got-5, at-7)
det(moment-9, that-8)
pobj(at-7, moment-9)
mark(scrambled-17, for-11)
nsubj(scrambled-17, several-12)
prep(several-12, of-13)
det(monkeys-15, the-14)
pobj(of-13, monkeys-15)
aux(scrambled-17, had-16)
advcl(got-5, scrambled-17)
prt(scrambled-17, up-18)
det(tree-20, the-19)
dobj(scrambled-17, tree-20)
prep(fortunate-3, after-21)
pobj(after-21, him-22)
cc(fortunate-3, and-24)
cop(enough-28, were-25)
advmod(enough-28, almost-26)
advmod(enough-28, near-27)
conj(fortunate-3, enough-28)
aux(seize-30, to-29)
xcomp(enough-28, seize-30)
dobj(seize-30, him-31)
prep(seize-30, by-32)
det(legs-34, the-33)
pobj(by-32, legs-34)
advmod(shot-42, when-35)
prep(shot-42, to-37)
poss(surprise-39, their-38)
pobj(to-37, surprise-39)
nsubj(shot-42, he-41)
advcl(seize-30, shot-42)
prep(shot-42, into-43)
det(air-45, the-44)
pobj(into-43, air-45)

advmod(they-6, Indeed-1)
advmod(amazed-4, so-3)
nsubj(they-6, amazed-4)
cop(they-6, were-5)
root(ROOT-0, they-6)
prep(they-6, by-7)
det(escape-10, this-8)
amod(escape-10, remarkable-9)
pobj(by-7, escape-10)
prep(escape-10, of-11)
poss(prisoner-13, their-12)
pobj(of-11, prisoner-13)
mark(remained-17, that-14)
det(monkeys-16, the-15)
nsubj(remained-17, monkeys-16)
ccomp(they-6, remained-17)
xcomp(remained-17, staring-18)
prep(staring-18, into-19)
det(air-21, the-20)
pobj(into-19, air-21)
mark(become-26, until-22)
nn(Zingle-24, Prince-23)
nsubj(become-26, Zingle-24)
aux(become-26, had-25)
advcl(staring-18, become-26)
det(speck-29, a-27)
amod(speck-29, little-28)
xcomp(become-26, speck-29)
prep(become-26, in-30)
det(sky-32, the-31)
pobj(in-30, sky-32)
prep(sky-32, above-33)
pobj(above-33, them-34)
cc(remained-17, and-35)
advmod(disappeared-37, finally-36)
conj(remained-17, disappeared-37)

nsubj(last-4, That-1)
cop(last-4, was-2)
det(last-4, the-3)
root(ROOT-0, last-4)
poss(Prince-6, our-5)
nsubj(saw-8, Prince-6)
advmod(saw-8, ever-7)
